episode_name,date,loves,episode_number,comments_count,comment_username,comment_description,comment_likes,comment_dislikes,reply_username,reply_description,reply_likes,reply_dislikes
,,,,,Sparkle_Starkid,"Well first, holy shit. And second, at least the wife wasn’t vindictive enough to leave her hanging and basically die every day until she got herself checked out. So props for putting her emotions aside to help someone out like that",64,0,RedtheGreyFox,"Not even that, he legit just said let’s raise a young black orphan! Why??? 🤦🏽‍♀️🙅🏽‍♀️",19,0
,,,,,kemrmit_Kcrazy🐸💚💚,Oop,7,0,banana bumpkins,apparently this guy,2,0
,,,,,QueenaWilliams,Damn sis,9,0,Mr.Andy-Potatoes,white people?,5,0
,,,,,Mugly Mae,A few minutes of fun became a life sentence,45,0,Joy C.E.,"He was joking? I thought that was obvious, they're friends.",2,0
,,,,,nashia25,Just...damn,9,0,catberra,nope,7,0
,,,,,ThePotatoRabbit🌈,Well damn,24,0,Tyrkie,Sounds about right especially in 2018,8,0
,,,,,inhellwithbands,This is such an important conversation to have 👏🏾,3,0,ranboolive,I was gonna like this comment but I think it should stay at 69,5,0
,,,,,Soul_Demon_96,and thank u for this platform if it werent for u author i would have never been able to vent like i just did now u need more people u need to bring this out to the world,5,0,CAntoinette,Lol same,2,0
,,,,,Soul_Demon_96,preach sister o brother i have a therapist cus i was taken away from my mom when i was barley one years old my brother and sisters too. the reason behind it is because my dad sexually assaulted my sister and abused my mom and hit my siblings but i had a different dad from them so my dad never hit me at least thats what i was told then this great woman came into my life and adopted my brother then she found out he had sisters and thats were i come in and now im living a better life in my home😇🙏,8,0,Angie-O,my name is angelica and I'll be honest I can't even enjoy Hamilton anymore,0,0
,,,,,calam1stratus,"as someone whose abusive parents denied the possibility of mental issues when in retrospect we are all clearly mentally ill (it runs in the family), it feels so good to see that it's normal to see the mental issues in other people. my mom still gaslights me as ""trying to diagnose"" everybody when i say things like what terrence says here. this comic has brought me a lot of feels but this ep made me shed actual tears. i'm so glad you guys have a platform for your message. please keep on 💓",22,0,TESTED ( YGetIt.org),Stay with us. It picks up in the next couple episodes.,5,1
,,,,,Spaceman Connor,I've learned so much more from the internet and webtoon like this one than I have health class,13,0,RogueSavage8,"I might try again, see if I can better understand.",6,0
,,,,,CM27,Love it! Mental health is so important!,9,0,♥︎Aria♥︎,"I feel you man. The concept seemed cool, but I have no idea what’s going on in this story 😩",5,0
,,,,,Lily23,"I heard my maternal Grandma had schizophrenia. That was years before I was born. I've heard back then, white people didn't take that seriously. They just dismissed her as being senile. I'm happy the world is more empathic today.",26,0,RogueSavage8,"Yea, too scattered every which way.",5,0
,,,,,PBJam,It took my mom years to go to therapy; she kept using the excuse “black folks don’t do therapy.” She’s got a healthier outlook on life now.,45,0,AoiYeyi,Huh? Where?,1,0
,,,,,WaNaBePrETty,it's always good to talk to someone. whether it's one time or a once or twice a month. don't hold it in talk to someone.,20,0,elloren x lukas,OH MY GOSH THEY DO 😂😂😂😂 in the last panel,0,0
,,,,,Princess Ego,I'm already in love with Kiesha and her mama,15,0,AllanoCaoimhe,It doesn't provide 100% protection but it does help prevent it. You still have to be careful and preferably use a condom,12,0
,,,,,queenlafry,"I love how her mom is supporting her, and she clearly loves her mom.",20,0,NekoMuffin,I said that once too.,1,0
,,,,,happycat(:,aw. that was really sweet,20,0,Lily23,"Even if this isn't, I bet something like this happens all the time. It's scary to me.",21,0
,,,,,CryForYourMom,I feel like this chapter is going to be beyond stereotypical.,11,10,Ayla 🧺📿,What does detectable mean,5,0
,,,,,dacringeyfangirl,I already love Keisha’s personality,31,0,sergeantkero,"i think it means that the std or sti (sexually transmitted disease/illness) is found in the blood, its ""detected"" in the blood stream showing that the person is infected?????",9,0
,,,,,DaffyWeirdLaughy,YOU FOOLSSSSS😤,14,0,Flannagenwaters,"^^ you're on the right track. there is no cure for HIV, so once you have it that's it. This guy was once undetectable, which means the virus level was so low a machine couldnt detect it. You can't pass HIV to others in that state. But once the virus level in your blood rises to detectable levels, you are in a state where you can pass it to others.",24,0
,,,,,Shiaren,"Oh no, never ever practice unsafe sex with someone you don't know that well, you don't know if they've been tested for anything. Sure she wasn't exactly forced to go without, but if someone questions your wish to use a condom, walk away. They can say whatever but it's never safe.",16,0,Jasmine Groves,looks like it's just me and you😂😂,1,0
,,,,,0kojo,"You can develop and transmit diseases on your own as well, man. The 'do you trust me' is a big red flag.",16,0,LyricaTheDeer,I'm here,0,0
,,,,,happycat(:,welp that's a bad decision,32,0,GodToast,Me tooo,0,0
,,,,,RedtheGreyFox,"I’ve been with only one person, my fiancé, but I’m the second person he’s been with. You best believe this chick has a whole paper bag full of condoms on the ready that we use WHENEVER we have that urge! I am NOT about to be that person who takes a risk like that.",54,1,AutistAlex,Me too!,0,0
,,,,,Sonia Sagastizado,Forever gonna regret it !! Ain’t nothing cute with a sexual transmitted diseases or unexpected pregnancies with the wrong person.,31,0,🖤teasipper🖤,met too!,0,0
,,,,,Chaizara,Oooh those dummies,17,0,thriveorfall,Hello.,0,0
,,,,,Raichle Carstairs,"NOOOOOOOOOOO. Don’t be a fool, wrap your tool. Also on a more serious note, red flag if he doesn’t or she doesn’t want the condom. Run the other direction. And if they start calling you names for it, you know it was the best decision to say absolutely no.",86,0,nylander360k,yurrrrr,0,0
,,,,,jdobb,Shoot your shot girl but hes taken!,10,0,nylander360k,nope,0,0
,,,,,Mugly Mae,is that the same guy from an earlier story? great now i got that all night long song stuck in my head😂,27,0,Killme Madame,if you're hiv positive there's a point where the virus in your body is at a low enough level its undetectable by tests.which means it is not that dangerous.,6,0
,,,,,LinMinGin,Hot diggity dog alright,16,0,high on suga,"Like actually, S A M E .",5,0
,,,,,Raichle Carstairs,"Ohohohoho, it’s true",11,1,nylander360k,fr,0,0
,,,,,SpacingBands,I am so happy,8,1,ZurithiaXeli,"dude. none of his decisions are ""wrong"". having multiple partners isn't wrong. all it takes is one partner to infect you with hiv. using protection only sometimes isn't wrong. (although, yes. it would be better to have sex with protection.) using drugs recreationally isn't wrong. addiction is a powerful and dangerous thing but things are always better in moderation. really, it depends on your morals. no one has the right to judge others over their morals (except in extreme cases).",17,1
,,,,,TigerLily11,Get it girl,22,1,Yona the archer 2,@ZuithiaXeli it is wrong if your HIV positive,5,3
,,,,,lemon_bunny,I can never get over how beautiful the art is,3,0,《。Kēìth MçČłåíñ。》,It still isn’t wrong. I agree with @Nina Matti and lemme tell you something ‘sweetie’ most people liked her comment and some DISLIKED yours and I’ll bet that your the only person who disliked her comment and 10 people read this comment but didn’t dislike to be rude but they most likely don’t agree with you because your wrong :> (omg at first I put the wrong username so sorry @ZuithiaXeli),1,1
,,,,,DaffyWeirdLaughy,who is themm?,3,0,nylander360k,";-; jeez ""sweetie""",0,0
,,,,,frowsy,I love love and drama! Can't wait!,6,0,fairoa,He has hiv,2,0
,,,,,SpacingBands,I'm so excited!!,8,0,《。Kēìth MçČłåíñ。》,If you don’t know what HIV is then you shouldn’t be reading this ‘sweetie’ your to young for stuff like this.,1,3
,,,,,lemon_bunny,AYYYY,3,0,Katalista,"@Keïth KoGÅYñë Uhh???? I know what HIV is and even if I didn't, you're in no position to tell me that I'm too young for a subject matter that should be learned at a young age. Knowledge is power. My comment was about the language used. Back then, I didn't know what ""detectable"" meant.",2,1
,,,,,ThePotatoRabbit🌈,YAAAASSSSSSS,6,0,《。Kēìth MçČłåíñ。》,"If you knew what hiv meant then how did you not know what detectable meant? And I wasn’t tryna hate, I was simply saying that you may be younger than what I expected and I can dislike your damn comment also.",1,2
,,,,,Loose Squid,❤️❤️❤️,5,0,Katalista,Not everyone is familiar with the language used in these scenarios. So what if I am younger than you expected? Young people and people like me that aren't that knowledgeable on these matters can use media like this as one way to learn.,1,0
,,,,,Lily23,Awesome!!! I miss your comics!!! 😀,11,0,《。Kēìth MçČłåíñ。》,Then hide your phone under your pillow because this is not for kids and your gonna get your phone taken away if your parents find this. Also if you need to use media for ‘knowledge’ go read ‘Boo it’s s*x’ it’s already done and not for kids just like this and don’t use the media because you’ll learn to much then end up watching p*rn.,1,2
